,licensed_certified,facid,fac_status_type_code,facname,fac_type_code,fac_fdr,ltc,capacity,address,city,zip,county_code,county_name,district_number,district_name,isfacmain,fac_fac_relationship_type_code,cclho_code,cclho_name,fips_county_code,data_date
14337,LICENSED AND CERTIFIED,930001676,OPEN,WASHINGTON PLAZA DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,25,516 E WASHINGTON BLVD,LOS ANGELES,90015,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14338,LICENSED AND CERTIFIED,930001678,OPEN,FMC DIALYSIS SERVICES OF WEST COVINA,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,22,1540 WEST COVINA PKWY,WEST COVINA,91790,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14339,CERTIFIED ONLY,930001679,CERTIFIED ONLY,COAST SURGERY CENTER OF SOUTH BAY,ASC,SURGICAL CLINIC,NON-LTC,0,3445 PACIFIC COAST HWY,TORRANCE,90505,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14340,LICENSED AND CERTIFIED,930001680,OPEN,U.S. RENAL CARE MONTEBELLO DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,15,433 N 4TH ST,MONTEBELLO,90640,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14341,CERTIFIED ONLY,930001683,CERTIFIED ONLY,MONTEREY PARK OUTPATIENT SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,201 W GARVEY AVE,MONTEREY PARK,91754,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14342,NOT LICENSED/NOT CERTIFIED,930001685,CERTIFIED ONLY,"OAK TREE ASC, LLC",ASC,SURGICAL CLINIC,NON-LTC,0,751 CORDOVA ST,PASADENA,91101,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14343,CERTIFIED ONLY,930001687,CERTIFIED ONLY,CERRITOS ENDOSCOPIC MEDICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,11845 SOUTH ST,CERRITOS,90703,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14344,LICENSED AND CERTIFIED,930001688,OPEN,MOHAN DIALYSIS CENTER OF INDUSTRY,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,33,15757 E VALLEY BLVD,CITY OF INDUSTRY,91744,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14345,LICENSED AND CERTIFIED,930001689,OPEN,WEST GLENDALE DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,18,1427 S GLENDALE AVE,GLENDALE,91205,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14346,CERTIFIED ONLY,930001691,CERTIFIED ONLY,WILSHIRE SURGICENTER,ASC,SURGICAL CLINIC,NON-LTC,0,8641 WILSHIRE BLVD,BEVERLY HILLS,90211,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14347,LICENSED AND CERTIFIED,930001693,OPEN,KENNETH HAHN PLAZA DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,20,11854 WILMINGTON AVE,LOS ANGELES,90059,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14348,CERTIFIED ONLY,930001696,CERTIFIED ONLY,"GOLD MED SURGERY CENTER, INC",ASC,SURGICAL CLINIC,NON-LTC,0,16311 VENTURA BLVD,ENCINO,91436,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14349,CERTIFIED ONLY,930001699,CERTIFIED ONLY,ROXBURY SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,450 N ROXBURY DR,BEVERLY HILLS,90210,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14350,CERTIFIED ONLY,930001706,CERTIFIED ONLY,SHERMAN OAKS SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,5170 SEPULVEDA BLVD,SHERMAN OAKS,91403,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14351,LICENSED AND CERTIFIED,930001707,OPEN,CENTURY CITY DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,41,10630 SANTA MONICA BLVD,LOS ANGELES,90025,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14352,CERTIFIED ONLY,930001708,CERTIFIED ONLY,MOUNT SINAI SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,18425 BURBANK BLVD,TARZANA,91356,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14353,LICENSED AND CERTIFIED,930001709,OPEN,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,357,2801 ATLANTIC AVE,LONG BEACH,90806,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14354,NOT LICENSED/NOT CERTIFIED,930001712,CERTIFIED ONLY,WILSHIRE SURGICAL MEDICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,8750 WILSHIRE BLVD,BEVERLY HILLS,90211,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14355,NOT LICENSED/NOT CERTIFIED,930001713,CERTIFIED ONLY,SPALDING OUTPATIENT SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,120 S SPALDING DR,BEVERLY HILLS,90212,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14356,CERTIFIED ONLY,930001715,CERTIFIED ONLY,BEVERLY HILLS - ROBERTSON SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,8641 WILSHIRE BLVD,BEVERLY HILLS,90211,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14357,CERTIFIED ONLY,930001716,CERTIFIED ONLY,SURGERY CENTER OF LONG BEACH,ASC,SURGICAL CLINIC,NON-LTC,0,2880 ATLANTIC AVE,LONG BEACH,90806,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14358,LICENSED AND CERTIFIED,930001718,OPEN,PALMDALE REGIONAL,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,24,1643 E PALMDALE BLVD,PALMDALE,93550,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14359,LICENSED AND CERTIFIED,930001719,OPEN,"EAST PALMDALE DIALYSIS CENTER, LLC",ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,21,2710 E PALMDALE BLVD,PALMDALE,93550,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14360,LICENSED AND CERTIFIED,930001723,OPEN,"QUEEN'S DIALYSIS UNIT, INC.",ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,22,1135 S SUNSET AVE,WEST COVINA,91790,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14361,CERTIFIED ONLY,930001724,CERTIFIED ONLY,"BRIGHTON SURGICAL CENTER, INC.",ASC,SURGICAL CLINIC,NON-LTC,0,9675 BRIGHTON WAY,BEVERLY HILLS,90210,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14362,CERTIFIED ONLY,930001725,CERTIFIED ONLY,ALAMEDA SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,2601 W ALAMEDA AVE,BURBANK,91505,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14363,CERTIFIED ONLY,930001727,CERTIFIED ONLY,PASADENA SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,1035 S FAIR OAKS AVE,PASADENA,91105,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14364,CERTIFIED ONLY,930001728,CERTIFIED ONLY,SANTA CLARITA SURGERY CTR FOR ADVANCED PAIN MGMNT,ASC,SURGICAL CLINIC,NON-LTC,0,23861 MCBEAN PKWY,VALENCIA,91355,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14365,LICENSED AND CERTIFIED,930001734,OPEN,FMC DIALYSIS SERVICES OF WEST LOS ANGELES,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,22,301 N PRAIRIE AVE,INGLEWOOD,90301,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14366,LICENSED AND CERTIFIED,930001737,OPEN,FMC DIALYSIS SERVICES OF BELLFLOWER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,37,10116 ROSECRANS AVE,BELLFLOWER,90706,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14367,LICENSED AND CERTIFIED,930001738,OPEN,FMC DIALYSIS SERVICES OF NORTH LONG BEACH,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,13,145 W VICTORIA ST,LONG BEACH,90805,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14368,LICENSED AND CERTIFIED,930001740,OPEN,U.S. RENAL CARE CULVER CITY DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,18,9808 VENICE BLVD,CULVER CITY,90232,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14369,NOT LICENSED/NOT CERTIFIED,930001741,CERTIFIED ONLY,SUNSET SURGICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,222 N SUNSET AVE,WEST COVINA,91790,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14370,NOT LICENSED/NOT CERTIFIED,930001742,CERTIFIED ONLY,FOOTHILL FACIAL ENHANCEMENT & PLASTIC SURGERY CTR,ASC,SURGICAL CLINIC,NON-LTC,0,1370 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14371,CERTIFIED ONLY,930001744,CERTIFIED ONLY,AIRPORT ENDOSCOPY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,8110 AIRPORT BLVD,LOS ANGELES,90045,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14372,LICENSED AND CERTIFIED,930001745,OPEN,HACIENDA DIALYSIS CENTER,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,21,2020 S HACIENDA BLVD,HACIENDA HEIGHTS,91745,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14373,CERTIFIED ONLY,930001746,CERTIFIED ONLY,"LA PEER SURGERY CENTER, LLC",ASC,SURGICAL CLINIC,NON-LTC,0,8920 WILSHIRE BLVD,BEVERLY HILLS,90211,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14374,NOT LICENSED/NOT CERTIFIED,930001747,OPEN,"BEVERLY HILLS MEDICAL CENTER, INC",ASC,SURGICAL CLINIC,NON-LTC,0,414 N CAMDEN DR,BEVERLY HILLS,90210,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14375,CERTIFIED ONLY,930001749,CERTIFIED ONLY,"TOWN CENTER SURGERY CENTER, INC",ASC,SURGICAL CLINIC,NON-LTC,0,24510 TOWN CENTER DR,VALENCIA,91355,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14376,NOT LICENSED/NOT CERTIFIED,930001750,CERTIFIED ONLY,ENCINO SURGICAL INSTITUTE,ASC,SURGICAL CLINIC,NON-LTC,0,16260 VENTURA BLVD,ENCINO,91436,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14377,NOT LICENSED/NOT CERTIFIED,930001751,CERTIFIED ONLY,SUNRISE SURGICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,14600 SHERMAN WAY,VAN NUYS,91405,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14378,CERTIFIED ONLY,930001752,CERTIFIED ONLY,DIRECTED INTERVENTIONAL SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,2827 WILSHIRE BLVD,SANTA MONICA,90403,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14379,CERTIFIED ONLY,930001753,CERTIFIED ONLY,"TORRANCE SURGERY CENTER, L.P.",ASC,SURGICAL CLINIC,NON-LTC,0,23560 CRENSHAW BLVD,TORRANCE,90505,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14380,CERTIFIED ONLY,930001754,CERTIFIED ONLY,ORCHID OUTPATIENT MEDICAL & SURGICAL SURGERY CTR,ASC,SURGICAL CLINIC,NON-LTC,0,9301 WILSHIRE BLVD,BEVERLY HILLS,90210,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14381,CERTIFIED ONLY,930001755,CERTIFIED ONLY,PASADENA ENDOSCOPY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,55 VALLEY ST,PASADENA,91105,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14382,CERTIFIED ONLY,930001756,CERTIFIED ONLY,"SPECIALTY SURGICAL CENTER OF ENCINO, L.P.",ASC,SURGICAL CLINIC,NON-LTC,0,16501 VENTURA BLVD,ENCINO,91436,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14383,LICENSED AND CERTIFIED,930001757,OPEN,MAYBROOK DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,30,16417 WHITTIER BLVD,WHITTIER,90603,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14384,CERTIFIED ONLY,930001758,CERTIFIED ONLY,SERRA CLINIC SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,9375 SAN FERNANDO RD,SUN VALLEY,91352,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14385,LICENSED AND CERTIFIED,930001760,OPEN,FMC DIALYSIS SERVICES OF IRWINDALE,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,32,12711 RAMONA BLVD,IRWINDALE,91706,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14386,CERTIFIED ONLY,930001762,CERTIFIED ONLY,ENDOSCOPY CENTER AT SKYPARK,ASC,SURGICAL CLINIC,NON-LTC,0,23441 MADISON ST,TORRANCE,90505,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14387,CERTIFIED ONLY,930001763,CERTIFIED ONLY,PACIFIC ENDO-SURGICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,3445 PACIFIC COAST HWY,TORRANCE,90505,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14388,LICENSED AND CERTIFIED,930001764,OPEN,BROTMAN MEDICAL CENTER D/P CDRH,CDRH,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,NON-LTC,18,3828 DELMAS TER,CULVER CITY,90232,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,DISTINCT PART,19,LOS ANGELES,6037,2024-03-15 00:00:00
14389,LICENSED AND CERTIFIED,930001765,OPEN,ADVANCED DIALYSIS CENTER - BALDWIN PARK FACILITY,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,18,3932 DOWNING AVE,BALDWIN PARK,91706,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14390,LICENSED AND CERTIFIED,930001766,OPEN,"TEMPLE CITY DIALYSIS FACILITY, INC.",ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,19,9945 LOWER AZUSA RD,TEMPLE CITY,91780,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14391,LICENSED AND CERTIFIED,930001767,OPEN,CERRITOS DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,21,19222 PIONEER BLVD,CERRITOS,90703,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14392,NOT LICENSED/NOT CERTIFIED,930001771,CERTIFIED ONLY,S & B SURGERY CENTER II,ASC,SURGICAL CLINIC,NON-LTC,0,120 S SPALDING DR,BEVERLY HILLS,90212,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14393,NOT LICENSED/NOT CERTIFIED,930001772,OPEN,LANDMARK IMAGING SURGICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,11620 WILSHIRE BLVD,LOS ANGELES,90025,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14394,NOT LICENSED/NOT CERTIFIED,930001773,CERTIFIED ONLY,THE CENTER FOR AMBULATORY SURGICAL TREATMENT,ASC,SURGICAL CLINIC,NON-LTC,0,1090 GLENDON AVE,LOS ANGELES,90024,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14395,CERTIFIED ONLY,930001774,CERTIFIED ONLY,SUMMIT SURGICAL ASSOCIATES LLC,ASC,SURGICAL CLINIC,NON-LTC,0,416 N BEDFORD DR,BEVERLY HILLS,90210,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14396,LICENSED AND CERTIFIED,930001775,OPEN,FMC DIALYSIS SERVICES OF ANTELOPE VALLEY,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,23,44950 VALLEY CENTER WAY,LANCASTER,93536,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14397,LICENSED AND CERTIFIED,930001777,OPEN,FMC DIALYSIS SERVICES OF WOODLAND HILLS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,21,19836 VENTURA BLVD,WOODLAND HILLS,91364,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14398,CERTIFIED ONLY,930001778,CERTIFIED ONLY,WILSHIRE ENDOSCOPY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,3200 WILSHIRE BLVD,LOS ANGELES,90010,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14399,LICENSED AND CERTIFIED,930001780,OPEN,U.S. RENAL CARE LOS ANGELES DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,23,2100 W 3RD ST,LOS ANGELES,90057,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14400,NOT LICENSED/NOT CERTIFIED,930001789,CERTIFIED ONLY,UNITED SURGERY MEDICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,128 S MONTEBELLO BLVD,MONTEBELLO,90640,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14401,LICENSED ONLY,930001790,CERTIFIED ONLY,CATALINA ISLAND MEDICAL CLINIC,RHC,PRIMARY CARE CLINIC,NON-LTC,0,100 FALLS CANYON RD,AVALON,90704,200,LOS ANGELES,96,LA ICF/DD/CLINICS,N,OTHER CERTIFIABLE PART,19,LOS ANGELES,6037,2024-03-15 00:00:00
14402,CERTIFIED ONLY,930001791,CERTIFIED ONLY,WEST WILSHIRE MEDICAL SURGICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,11600 WILSHIRE BLVD,LOS ANGELES,90025,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14403,LICENSED AND CERTIFIED,930001794,OPEN,U.S. RENAL CARE SHERMAN OAKS DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,19,4955 VAN NUYS BLVD,SHERMAN OAKS,91403,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14404,CERTIFIED ONLY,930001795,CERTIFIED ONLY,PACIFIC SURGERY CENTER OF SANTA MONICA,ASC,SURGICAL CLINIC,NON-LTC,0,2021 SANTA MONICA BLVD,SANTA MONICA,90404,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14405,CERTIFIED ONLY,930001796,CERTIFIED ONLY,THE ROXBURY CLINIC AND SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,465 N ROXBURY DR,BEVERLY HILLS,90210,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14406,LICENSED AND CERTIFIED,930001800,OPEN,MISSION COMMUNITY HOSPITAL-PANORAMA CAMPUS-D/P APH,APH,ACUTE PSYCHIATRIC HOSPITAL,NON-LTC,60,14850 ROSCOE BLVD,PANORAMA CITY,91402,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,N,DISTINCT PART,19,LOS ANGELES,6037,2024-03-15 00:00:00
14407,CERTIFIED ONLY,930001801,CERTIFIED ONLY,ADVANCED DIAGNOSTIC & SURGICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,1668 S GARFIELD AVE,ALHAMBRA,91801,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14408,CERTIFIED ONLY,930001803,CERTIFIED ONLY,MED-LASER SURGICAL CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,2445 W WHITTIER BLVD,MONTEBELLO,90640,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14409,CERTIFIED ONLY,930001804,CERTIFIED ONLY,VALLEY DIGESTIVE HEALTH CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,488 E SANTA CLARA ST,ARCADIA,91006,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14410,LICENSED AND CERTIFIED,930001805,OPEN,ARROYO DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,25,1111 S ARROYO PKWY,PASADENA,91105,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14411,CERTIFIED ONLY,930001806,CERTIFIED ONLY,BEDFORD AMBULATORY SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,436 N BEDFORD DR,BEVERLY HILLS,90210,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14412,LICENSED AND CERTIFIED,930001807,OPEN,U.S.RENAL CARE GRAND AVENUE DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,21,1400 S GRAND AVE,LOS ANGELES,90015,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14413,CERTIFIED ONLY,930001808,CERTIFIED ONLY,"REXFORD OPERATING ROOMS, INC.",ASC,SURGICAL CLINIC,NON-LTC,0,9301 WILSHIRE BLVD,BEVERLY HILLS,90210,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14414,LICENSED AND CERTIFIED,930001810,OPEN,MOHAN DIALYSIS CENTER OF GLENDORA,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,22,638 S GLENDORA AVE,GLENDORA,91740,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14415,LICENSED AND CERTIFIED,930001811,OPEN,WHITTIER DIALYSIS,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,18,10055 WHITTWOOD DR,WHITTIER,90603,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
14416,CERTIFIED ONLY,930001813,CERTIFIED ONLY,GLENDORA DIGESTIVE DISEASE INSTITUTE,ASC,SURGICAL CLINIC,NON-LTC,0,1794 S BARRANCA AVE,GLENDORA,91740,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,PARENT,19,LOS ANGELES,6037,2024-03-15 00:00:00
